dataset,split,doc_id,file_name,document_type,url,annotation_set_id,label_id,label_short_description,hypothesis,gold_label_raw,gold_label,evidence_count,evidence_total_chars
contractnli,train,112,Focus-Group-APIC-Seattle-Confidentiality-Agreement-031115.pdf,search-pdf,http://www.kenall.com/Kenall-Files/HTML-Images/PDFs/Focus-Group-APIC-Seattle-Confidentiality-Agreement-031115.pdf,0,nda-5,Sharing with employees,Receiving Party may share some Confidential Information with some of Receiving Party's employees.,NotMentioned,not_mentioned,0,0
contractnli,train,112,Focus-Group-APIC-Seattle-Confidentiality-Agreement-031115.pdf,search-pdf,http://www.kenall.com/Kenall-Files/HTML-Images/PDFs/Focus-Group-APIC-Seattle-Confidentiality-Agreement-031115.pdf,0,nda-4,Limited use,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,entailment,1,206
contractnli,train,113,FormEConfidentialityandNon.pdf,search-pdf,http://www.mccc.edu/nursing/documents/FormEConfidentialityandNon.pdf,0,nda-11,No reverse engineering,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,not_mentioned,0,0
contractnli,train,113,FormEConfidentialityandNon.pdf,search-pdf,http://www.mccc.edu/nursing/documents/FormEConfidentialityandNon.pdf,0,nda-16,Return of confidential information,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,Entailment,entailment,1,384
contractnli,train,113,FormEConfidentialityandNon.pdf,search-pdf,http://www.mccc.edu/nursing/documents/FormEConfidentialityandNon.pdf,0,nda-15,No licensing,Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,entailment,3,261
contractnli,train,113,FormEConfidentialityandNon.pdf,search-pdf,http://www.mccc.edu/nursing/documents/FormEConfidentialityandNon.pdf,0,nda-10,Confidentiality of Agreement,Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,Entailment,entailment,4,699
contractnli,train,113,FormEConfidentialityandNon.pdf,search-pdf,http://www.mccc.edu/nursing/documents/FormEConfidentialityandNon.pdf,0,nda-2,None-inclusion of non-technical information,Confidential Information shall only include technical information.,Contradiction,contradiction,1,934
contractnli,train,113,FormEConfidentialityandNon.pdf,search-pdf,http://www.mccc.edu/nursing/documents/FormEConfidentialityandNon.pdf,0,nda-1,Explicit identification,All Confidential Information shall be expressly identified by the Disclosing Party.,Entailment,entailment,2,1559
contractnli,train,113,FormEConfidentialityandNon.pdf,search-pdf,http://www.mccc.edu/nursing/documents/FormEConfidentialityandNon.pdf,0,nda-19,Survival of obligations,Some obligations of Agreement may survive termination of Agreement.,Entailment,entailment,1,137
contractnli,train,113,FormEConfidentialityandNon.pdf,search-pdf,http://www.mccc.edu/nursing/documents/FormEConfidentialityandNon.pdf,0,nda-12,Permissible development of similar information,Receiving Party may independently develop information similar to Confidential Information.,Entailment,entailment,4,820
contractnli,train,113,FormEConfidentialityandNon.pdf,search-pdf,http://www.mccc.edu/nursing/documents/FormEConfidentialityandNon.pdf,0,nda-20,Permissible post-agreement possession,Receiving Party may retain some Confidential Information even after the return or destruction of Confidential Information.,Contradiction,contradiction,1,384
contractnli,train,113,FormEConfidentialityandNon.pdf,search-pdf,http://www.mccc.edu/nursing/documents/FormEConfidentialityandNon.pdf,0,nda-3,Inclusion of verbally conveyed information,Confidential Information may include verbally conveyed information.,Entailment,entailment,1,934
contractnli,train,113,FormEConfidentialityandNon.pdf,search-pdf,http://www.mccc.edu/nursing/documents/FormEConfidentialityandNon.pdf,0,nda-18,No solicitation,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,not_mentioned,0,0
contractnli,train,113,FormEConfidentialityandNon.pdf,search-pdf,http://www.mccc.edu/nursing/documents/FormEConfidentialityandNon.pdf,0,nda-7,Sharing with third-parties,"Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Entailment,entailment,4,742
contractnli,train,113,FormEConfidentialityandNon.pdf,search-pdf,http://www.mccc.edu/nursing/documents/FormEConfidentialityandNon.pdf,0,nda-17,Permissible copy,Receiving Party may create a copy of some Confidential Information in some circumstances.,Contradiction,contradiction,1,384
contractnli,train,113,FormEConfidentialityandNon.pdf,search-pdf,http://www.mccc.edu/nursing/documents/FormEConfidentialityandNon.pdf,0,nda-8,Notice on compelled disclosure,"Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",Entailment,entailment,1,572
contractnli,train,113,FormEConfidentialityandNon.pdf,search-pdf,http://www.mccc.edu/nursing/documents/FormEConfidentialityandNon.pdf,0,nda-13,Permissible acquirement of similar information,Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,entailment,4,820
contractnli,train,113,FormEConfidentialityandNon.pdf,search-pdf,http://www.mccc.edu/nursing/documents/FormEConfidentialityandNon.pdf,0,nda-5,Sharing with employees,Receiving Party may share some Confidential Information with some of Receiving Party's employees.,Entailment,entailment,4,742
contractnli,train,113,FormEConfidentialityandNon.pdf,search-pdf,http://www.mccc.edu/nursing/documents/FormEConfidentialityandNon.pdf,0,nda-4,Limited use,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,entailment,9,1345
contractnli,train,114,GSAOP0309-Non-disclosure-agreement.pdf,search-pdf,https://www.gsa.europa.eu/sites/default/files/procurement/GSAOP0309-Non-disclosure-agreement.pdf,0,nda-11,No reverse engineering,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,not_mentioned,0,0
contractnli,train,114,GSAOP0309-Non-disclosure-agreement.pdf,search-pdf,https://www.gsa.europa.eu/sites/default/files/procurement/GSAOP0309-Non-disclosure-agreement.pdf,0,nda-16,Return of confidential information,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,Entailment,entailment,2,343
contractnli,train,114,GSAOP0309-Non-disclosure-agreement.pdf,search-pdf,https://www.gsa.europa.eu/sites/default/files/procurement/GSAOP0309-Non-disclosure-agreement.pdf,0,nda-15,No licensing,Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,entailment,1,171
contractnli,train,114,GSAOP0309-Non-disclosure-agreement.pdf,search-pdf,https://www.gsa.europa.eu/sites/default/files/procurement/GSAOP0309-Non-disclosure-agreement.pdf,0,nda-10,Confidentiality of Agreement,Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,NotMentioned,not_mentioned,0,0
contractnli,train,114,GSAOP0309-Non-disclosure-agreement.pdf,search-pdf,https://www.gsa.europa.eu/sites/default/files/procurement/GSAOP0309-Non-disclosure-agreement.pdf,0,nda-2,None-inclusion of non-technical information,Confidential Information shall only include technical information.,NotMentioned,not_mentioned,0,0
contractnli,train,114,GSAOP0309-Non-disclosure-agreement.pdf,search-pdf,https://www.gsa.europa.eu/sites/default/files/procurement/GSAOP0309-Non-disclosure-agreement.pdf,0,nda-1,Explicit identification,All Confidential Information shall be expressly identified by the Disclosing Party.,Entailment,entailment,32,1183
contractnli,train,114,GSAOP0309-Non-disclosure-agreement.pdf,search-pdf,https://www.gsa.europa.eu/sites/default/files/procurement/GSAOP0309-Non-disclosure-agreement.pdf,0,nda-19,Survival of obligations,Some obligations of Agreement may survive termination of Agreement.,Entailment,entailment,6,663
contractnli,train,114,GSAOP0309-Non-disclosure-agreement.pdf,search-pdf,https://www.gsa.europa.eu/sites/default/files/procurement/GSAOP0309-Non-disclosure-agreement.pdf,0,nda-12,Permissible development of similar information,Receiving Party may independently develop information similar to Confidential Information.,NotMentioned,not_mentioned,0,0
contractnli,train,114,GSAOP0309-Non-disclosure-agreement.pdf,search-pdf,https://www.gsa.europa.eu/sites/default/files/procurement/GSAOP0309-Non-disclosure-agreement.pdf,0,nda-20,Permissible post-agreement possession,Receiving Party may retain some Confidential Information even after the return or destruction of Confidential Information.,Entailment,entailment,3,573
contractnli,train,114,GSAOP0309-Non-disclosure-agreement.pdf,search-pdf,https://www.gsa.europa.eu/sites/default/files/procurement/GSAOP0309-Non-disclosure-agreement.pdf,0,nda-3,Inclusion of verbally conveyed information,Confidential Information may include verbally conveyed information.,NotMentioned,not_mentioned,0,0
contractnli,train,114,GSAOP0309-Non-disclosure-agreement.pdf,search-pdf,https://www.gsa.europa.eu/sites/default/files/procurement/GSAOP0309-Non-disclosure-agreement.pdf,0,nda-18,No solicitation,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,not_mentioned,0,0
contractnli,train,114,GSAOP0309-Non-disclosure-agreement.pdf,search-pdf,https://www.gsa.europa.eu/sites/default/files/procurement/GSAOP0309-Non-disclosure-agreement.pdf,0,nda-7,Sharing with third-parties,"Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",NotMentioned,not_mentioned,0,0
contractnli,train,114,GSAOP0309-Non-disclosure-agreement.pdf,search-pdf,https://www.gsa.europa.eu/sites/default/files/procurement/GSAOP0309-Non-disclosure-agreement.pdf,0,nda-17,Permissible copy,Receiving Party may create a copy of some Confidential Information in some circumstances.,Contradiction,contradiction,1,275
contractnli,train,114,GSAOP0309-Non-disclosure-agreement.pdf,search-pdf,https://www.gsa.europa.eu/sites/default/files/procurement/GSAOP0309-Non-disclosure-agreement.pdf,0,nda-8,Notice on compelled disclosure,"Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",Entailment,entailment,1,460
contractnli,train,114,GSAOP0309-Non-disclosure-agreement.pdf,search-pdf,https://www.gsa.europa.eu/sites/default/files/procurement/GSAOP0309-Non-disclosure-agreement.pdf,0,nda-13,Permissible acquirement of similar information,Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,entailment,2,334
contractnli,train,114,GSAOP0309-Non-disclosure-agreement.pdf,search-pdf,https://www.gsa.europa.eu/sites/default/files/procurement/GSAOP0309-Non-disclosure-agreement.pdf,0,nda-5,Sharing with employees,Receiving Party may share some Confidential Information with some of Receiving Party's employees.,NotMentioned,not_mentioned,0,0
contractnli,train,114,GSAOP0309-Non-disclosure-agreement.pdf,search-pdf,https://www.gsa.europa.eu/sites/default/files/procurement/GSAOP0309-Non-disclosure-agreement.pdf,0,nda-4,Limited use,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,entailment,4,623
contractnli,train,115,GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,search-pdf,http://www.oatioasis.com/GTC/GTCdocs/GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,0,nda-11,No reverse engineering,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,Entailment,entailment,1,239
contractnli,train,115,GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,search-pdf,http://www.oatioasis.com/GTC/GTCdocs/GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,0,nda-16,Return of confidential information,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,NotMentioned,not_mentioned,0,0
contractnli,train,115,GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,search-pdf,http://www.oatioasis.com/GTC/GTCdocs/GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,0,nda-15,No licensing,Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,entailment,2,375
contractnli,train,115,GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,search-pdf,http://www.oatioasis.com/GTC/GTCdocs/GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,0,nda-10,Confidentiality of Agreement,Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,NotMentioned,not_mentioned,0,0
contractnli,train,115,GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,search-pdf,http://www.oatioasis.com/GTC/GTCdocs/GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,0,nda-2,None-inclusion of non-technical information,Confidential Information shall only include technical information.,Contradiction,contradiction,1,682
contractnli,train,115,GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,search-pdf,http://www.oatioasis.com/GTC/GTCdocs/GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,0,nda-1,Explicit identification,All Confidential Information shall be expressly identified by the Disclosing Party.,Contradiction,contradiction,1,129
contractnli,train,115,GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,search-pdf,http://www.oatioasis.com/GTC/GTCdocs/GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,0,nda-19,Survival of obligations,Some obligations of Agreement may survive termination of Agreement.,Entailment,entailment,2,432
contractnli,train,115,GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,search-pdf,http://www.oatioasis.com/GTC/GTCdocs/GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,0,nda-12,Permissible development of similar information,Receiving Party may independently develop information similar to Confidential Information.,Entailment,entailment,3,482
contractnli,train,115,GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,search-pdf,http://www.oatioasis.com/GTC/GTCdocs/GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,0,nda-20,Permissible post-agreement possession,Receiving Party may retain some Confidential Information even after the return or destruction of Confidential Information.,Contradiction,contradiction,1,226
contractnli,train,115,GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,search-pdf,http://www.oatioasis.com/GTC/GTCdocs/GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,0,nda-3,Inclusion of verbally conveyed information,Confidential Information may include verbally conveyed information.,NotMentioned,not_mentioned,0,0
contractnli,train,115,GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,search-pdf,http://www.oatioasis.com/GTC/GTCdocs/GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,0,nda-18,No solicitation,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,not_mentioned,0,0
contractnli,train,115,GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,search-pdf,http://www.oatioasis.com/GTC/GTCdocs/GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,0,nda-7,Sharing with third-parties,"Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Entailment,entailment,7,555
contractnli,train,115,GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,search-pdf,http://www.oatioasis.com/GTC/GTCdocs/GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,0,nda-17,Permissible copy,Receiving Party may create a copy of some Confidential Information in some circumstances.,Entailment,entailment,1,142
contractnli,train,115,GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,search-pdf,http://www.oatioasis.com/GTC/GTCdocs/GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,0,nda-8,Notice on compelled disclosure,"Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",Entailment,entailment,1,422
contractnli,train,115,GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,search-pdf,http://www.oatioasis.com/GTC/GTCdocs/GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,0,nda-13,Permissible acquirement of similar information,Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,entailment,2,195
contractnli,train,115,GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,search-pdf,http://www.oatioasis.com/GTC/GTCdocs/GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,0,nda-5,Sharing with employees,Receiving Party may share some Confidential Information with some of Receiving Party's employees.,Entailment,entailment,6,372
contractnli,train,115,GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,search-pdf,http://www.oatioasis.com/GTC/GTCdocs/GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,0,nda-4,Limited use,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,entailment,2,180
contractnli,train,116,Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,search-pdf,https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,0,nda-11,No reverse engineering,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,not_mentioned,0,0
contractnli,train,116,Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,search-pdf,https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,0,nda-16,Return of confidential information,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,NotMentioned,not_mentioned,0,0
contractnli,train,116,Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,search-pdf,https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,0,nda-15,No licensing,Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,entailment,1,187
contractnli,train,116,Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,search-pdf,https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,0,nda-10,Confidentiality of Agreement,Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,NotMentioned,not_mentioned,0,0
contractnli,train,116,Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,search-pdf,https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,0,nda-2,None-inclusion of non-technical information,Confidential Information shall only include technical information.,Contradiction,contradiction,2,173
contractnli,train,116,Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,search-pdf,https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,0,nda-1,Explicit identification,All Confidential Information shall be expressly identified by the Disclosing Party.,NotMentioned,not_mentioned,0,0
contractnli,train,116,Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,search-pdf,https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,0,nda-19,Survival of obligations,Some obligations of Agreement may survive termination of Agreement.,NotMentioned,not_mentioned,0,0
contractnli,train,116,Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,search-pdf,https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,0,nda-12,Permissible development of similar information,Receiving Party may independently develop information similar to Confidential Information.,Entailment,entailment,2,287
contractnli,train,116,Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,search-pdf,https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,0,nda-20,Permissible post-agreement possession,Receiving Party may retain some Confidential Information even after the return or destruction of Confidential Information.,NotMentioned,not_mentioned,0,0
contractnli,train,116,Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,search-pdf,https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,0,nda-3,Inclusion of verbally conveyed information,Confidential Information may include verbally conveyed information.,NotMentioned,not_mentioned,0,0
contractnli,train,116,Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,search-pdf,https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,0,nda-18,No solicitation,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,not_mentioned,0,0
contractnli,train,116,Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,search-pdf,https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,0,nda-7,Sharing with third-parties,"Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Entailment,entailment,1,189
contractnli,train,116,Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,search-pdf,https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,0,nda-17,Permissible copy,Receiving Party may create a copy of some Confidential Information in some circumstances.,NotMentioned,not_mentioned,0,0
contractnli,train,116,Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,search-pdf,https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,0,nda-8,Notice on compelled disclosure,"Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",NotMentioned,not_mentioned,0,0
contractnli,train,116,Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,search-pdf,https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,0,nda-13,Permissible acquirement of similar information,Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,entailment,2,273
contractnli,train,116,Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,search-pdf,https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,0,nda-5,Sharing with employees,Receiving Party may share some Confidential Information with some of Receiving Party's employees.,NotMentioned,not_mentioned,0,0
contractnli,train,116,Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,search-pdf,https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,0,nda-4,Limited use,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,NotMentioned,not_mentioned,0,0
contractnli,train,118,GreenStorm%20NDCSC.pdf,search-pdf,http://www.greenstorm.com.au/PDF/GreenStorm%20NDCSC.pdf,0,nda-11,No reverse engineering,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,not_mentioned,0,0
contractnli,train,118,GreenStorm%20NDCSC.pdf,search-pdf,http://www.greenstorm.com.au/PDF/GreenStorm%20NDCSC.pdf,0,nda-16,Return of confidential information,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,NotMentioned,not_mentioned,0,0
contractnli,train,118,GreenStorm%20NDCSC.pdf,search-pdf,http://www.greenstorm.com.au/PDF/GreenStorm%20NDCSC.pdf,0,nda-15,No licensing,Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,entailment,1,148
contractnli,train,118,GreenStorm%20NDCSC.pdf,search-pdf,http://www.greenstorm.com.au/PDF/GreenStorm%20NDCSC.pdf,0,nda-10,Confidentiality of Agreement,Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,NotMentioned,not_mentioned,0,0
contractnli,train,118,GreenStorm%20NDCSC.pdf,search-pdf,http://www.greenstorm.com.au/PDF/GreenStorm%20NDCSC.pdf,0,nda-2,None-inclusion of non-technical information,Confidential Information shall only include technical information.,Contradiction,contradiction,1,265
contractnli,train,118,GreenStorm%20NDCSC.pdf,search-pdf,http://www.greenstorm.com.au/PDF/GreenStorm%20NDCSC.pdf,0,nda-1,Explicit identification,All Confidential Information shall be expressly identified by the Disclosing Party.,Entailment,entailment,5,840
contractnli,train,118,GreenStorm%20NDCSC.pdf,search-pdf,http://www.greenstorm.com.au/PDF/GreenStorm%20NDCSC.pdf,0,nda-19,Survival of obligations,Some obligations of Agreement may survive termination of Agreement.,NotMentioned,not_mentioned,0,0
contractnli,train,118,GreenStorm%20NDCSC.pdf,search-pdf,http://www.greenstorm.com.au/PDF/GreenStorm%20NDCSC.pdf,0,nda-12,Permissible development of similar information,Receiving Party may independently develop information similar to Confidential Information.,NotMentioned,not_mentioned,0,0
contractnli,train,118,GreenStorm%20NDCSC.pdf,search-pdf,http://www.greenstorm.com.au/PDF/GreenStorm%20NDCSC.pdf,0,nda-20,Permissible post-agreement possession,Receiving Party may retain some Confidential Information even after the return or destruction of Confidential Information.,NotMentioned,not_mentioned,0,0
contractnli,train,118,GreenStorm%20NDCSC.pdf,search-pdf,http://www.greenstorm.com.au/PDF/GreenStorm%20NDCSC.pdf,0,nda-3,Inclusion of verbally conveyed information,Confidential Information may include verbally conveyed information.,NotMentioned,not_mentioned,0,0
contractnli,train,118,GreenStorm%20NDCSC.pdf,search-pdf,http://www.greenstorm.com.au/PDF/GreenStorm%20NDCSC.pdf,0,nda-18,No solicitation,Receiving Party shall not solicit some of Disclosing Party's representatives.,Entailment,entailment,1,201
contractnli,train,118,GreenStorm%20NDCSC.pdf,search-pdf,http://www.greenstorm.com.au/PDF/GreenStorm%20NDCSC.pdf,0,nda-7,Sharing with third-parties,"Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Contradiction,contradiction,1,126
contractnli,train,118,GreenStorm%20NDCSC.pdf,search-pdf,http://www.greenstorm.com.au/PDF/GreenStorm%20NDCSC.pdf,0,nda-17,Permissible copy,Receiving Party may create a copy of some Confidential Information in some circumstances.,NotMentioned,not_mentioned,0,0
contractnli,train,118,GreenStorm%20NDCSC.pdf,search-pdf,http://www.greenstorm.com.au/PDF/GreenStorm%20NDCSC.pdf,0,nda-8,Notice on compelled disclosure,"Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",NotMentioned,not_mentioned,0,0
contractnli,train,118,GreenStorm%20NDCSC.pdf,search-pdf,http://www.greenstorm.com.au/PDF/GreenStorm%20NDCSC.pdf,0,nda-13,Permissible acquirement of similar information,Receiving Party may acquire information similar to Confidential Information from a third party.,NotMentioned,not_mentioned,0,0
contractnli,train,118,GreenStorm%20NDCSC.pdf,search-pdf,http://www.greenstorm.com.au/PDF/GreenStorm%20NDCSC.pdf,0,nda-5,Sharing with employees,Receiving Party may share some Confidential Information with some of Receiving Party's employees.,NotMentioned,not_mentioned,0,0
contractnli,train,118,GreenStorm%20NDCSC.pdf,search-pdf,http://www.greenstorm.com.au/PDF/GreenStorm%20NDCSC.pdf,0,nda-4,Limited use,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,NotMentioned,not_mentioned,0,0
contractnli,train,119,Grindrod%20SA%20Confidentiality%20and%20Non-Disclosure%20Undertaking.pdf,search-pdf,http://www.grindrod.com/Uploads/Grindrod%20SA%20Confidentiality%20and%20Non-Disclosure%20Undertaking.pdf,0,nda-11,No reverse engineering,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,not_mentioned,0,0
contractnli,train,119,Grindrod%20SA%20Confidentiality%20and%20Non-Disclosure%20Undertaking.pdf,search-pdf,http://www.grindrod.com/Uploads/Grindrod%20SA%20Confidentiality%20and%20Non-Disclosure%20Undertaking.pdf,0,nda-16,Return of confidential information,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,NotMentioned,not_mentioned,0,0
contractnli,train,119,Grindrod%20SA%20Confidentiality%20and%20Non-Disclosure%20Undertaking.pdf,search-pdf,http://www.grindrod.com/Uploads/Grindrod%20SA%20Confidentiality%20and%20Non-Disclosure%20Undertaking.pdf,0,nda-15,No licensing,Agreement shall not grant Receiving Party any right to Confidential Information.,NotMentioned,not_mentioned,0,0
